"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18"
"1",-1.5484324486902,0.431869871090243,0.0897159609201833,0.361759108820296,0.676835772891139,2.29374052371662,2.10083866568375,2.36496632732386,0.586702647462617,0.60890845826387,0.789935878613486,0.355757339491903,0.430220967782085,0.454445101402978,0.688576486874926,0.772055837456992,1.29309620761343,0.228838612408378
"2",0.661638583952052,0.490399014056237,-0.01948855112347,0.245684718137428,0.233264738739888,0.713845531668733,0.406685875273622,0.970028134791416,0.365819604920955,0.827702043746276,0.737320805013981,0.532978583509289,0.565477449723162,0.600155654515071,0.516899239418679,0.393579950330948,0.972944339114867,0.424640158647159
"3",-1.54241086040658,-0.943093457443172,-0.646614665373286,-0.0521200960222291,-0.989857791907189,-0.776073011318173,-0.388585766221285,-0.982249131357923,-0.971730882458183,-0.950245216780709,-1.01790881505025,-0.830378496408737,-0.529532978740558,-0.395960264990289,-0.692879959432089,-0.838178956446727,-0.185644514351864,-0.493358174367044
"4",0.590653464505275,0.891928011606756,-0.0633841718818434,0.729031750931014,1.11251377534357,0.634556188610452,0.851649301765032,0.991792987815298,0.344987505586033,0.188231325933621,0.455171297056914,-0.0319431765122674,-0.162119322580715,-0.232726410431838,0.451989524136119,0.310878946509852,0.356754899525458,0.00603480440238618
"5",0.611954925641432,-0.890508301650688,-0.649196294882078,-0.269872459020165,0.291638478666324,-1.00377999423297,-0.816286925967828,-0.707393809916678,-1.35490023363989,-0.548643205294303,-0.936416591516481,0.157223096311664,-0.373787763665102,-0.79942635681916,-0.672384478045418,0.0780505028772452,-1.23244575135413,-0.286437320028412
"6",1.05929301612839,0.244017242911293,-0.845451611758208,-0.968476602370916,-1.11980162774003,-0.421363066686312,-0.851376993937505,-0.502915806123073,-0.716986900347147,-0.47272015962208,-0.578885494121892,-0.538069223417573,-0.794322315882593,-0.645008488802326,-0.485838274541076,-0.0923796098337647,-0.518696544237523,-0.525537592601721
"7",-1.04316712331246,-1.34375483764561,-1.87877653953312,-1.13646650240719,-0.165432489607162,-1.24282963452208,-1.2911518659939,-1.36227548519209,-1.34276366654768,-1.19543870314832,-1.17606615192001,-1.24907304199601,-0.54927266141626,-1.62751781377376,-1.34627125071152,-1.17634846618327,-1.18422175061327,-1.40237505063417
"8",-0.895545627518041,0.433933830371707,-0.275366839078401,-0.244411378400719,-0.807679929188357,0.173197747688859,0.0327463980725877,-0.141108394346772,0.243660802316888,-0.23889542868673,-0.117783167824783,-0.170255062617046,-0.453997849251816,0.194303314659784,0.130940469902521,0.346855944242125,0.626495987788762,0.0204125783939014
"9",-1.01330360060697,-1.26800268198103,-1.36313960025115,-0.938448021569411,-0.970311076828872,-0.757899670516155,-1.02266661582632,-1.37068092547232,-1.04086552740549,-1.20531844610332,-1.23790361409047,-1.41649193127771,-0.969855681604607,-0.865349288539451,-1.11738163148155,-1.46029597801553,-0.65809914293056,-0.915213724285481
"10",-1.26955069759155,-1.33403321220498,-0.68212394978255,-0.336574121408314,-0.397050221208711,-0.993465176663533,-0.13112395004367,-1.12162146237831,-0.885089507988493,-1.2633940803837,-1.39706570817589,-1.26411292409904,-0.299909357543785,-0.615689786769983,-0.961757238058337,-0.781576082844992,-0.430053875446917,-0.846335213679594
