-0.354702,-0.285642,-0.283225,-0.126996,-0.086583,-0.088638,-0.32259875,-0.435724,-0.051461,-0.195967,0.02014075,-0.058216,-0.068365,-0.227567,-0.029005800000000005,-0.35669,-0.172107,-0.151848,-0.241257,-0.33316,-0.17672,-0.422099,-0.24110179999999998,-0.267755,-0.002741,-0.193853,-0.345637,-0.081424,-0.238022,-0.164987,-0.017986,0.02981,-0.066529,-0.011226,-0.322029,0.032394,0.215493,0.145641,-0.08507,-0.141714,-0.222196,-0.01701,-0.06728300000000001,0.109019,0.053709,-0.499458,-0.127218,0.024494,-0.058894,0.010283999999999993,-0.187935,-0.135706,-0.365575,-0.079763,-0.103619,-0.159035,0.1242455,-0.014154,0.179198,0.024341,-0.206083,-0.13106,-0.028517,-0.259173,0.044169,0.017727,0.39570825,-0.037974,-0.0793382,0.072009,-0.235773,-0.2397868,-0.254192,-0.102152,-0.089225,0.002473,0.027179,0.020480500000000002,-0.027617999999999997,-0.246255,-0.3176952,-0.0096812,-0.163625,0.070319,-0.210572,0.053814,-0.223261,-0.33840099999999995,0.044537
-0.434468,-0.23388725,-0.285597,0.1751923333333333,-0.112817,0.0577225,-0.300476,-0.319873,-0.098528,-0.36282,0.118345,0.115513,-0.021501,-0.059632,0.061635,-0.192925,0.048456,-0.286153,-0.24950775,-0.19382749999999999,0.025998749999999994,-0.570462,-0.21643,-0.226431,0.163976,-0.10686,-0.194364,-0.005961666666666671,-0.177571,0.018733,0.05548,0.0798045,0.037775,-0.015666749999999993,-0.326919,0.1131495,0.140288,-0.005368,-0.187963,-0.286529,-0.058222,-0.021638749999999998,-0.157531,0.174465,0.335308,-0.469021,-0.088865,-0.184243,0.347969,-0.0906904,-0.139435,0.004311000000000002,-0.098451,0.116968,0.153249,-0.22212,0.060388,0.03893,0.170887,0.074727,-0.483054,-0.19245,0.015336,0.040931499999999996,0.04878075,-0.050047,0.620148,-0.082068,-0.029833,0.074842,-0.002416,-0.182936,-0.059942,-0.080495,0.10278899999999998,0.01412,0.15677,0.001093,0.155282,-0.196524,-0.333278,0.046686,-0.078946,0.17795,-0.397762,0.11125675,0.08445799999999999,-0.284181,-0.330353
-0.428514,-0.22326225000000002,-0.198374,0.106877,-0.13357675,0.014839750000000002,-0.27553,-0.265632,0.020103,-0.234195,0.083647,0.047981,-0.043012,-0.095399,-0.077669,-0.11587,0.201904,-0.346427,-0.22071375000000001,-0.147344,0.049591750000000004,-0.413989,-0.181317,-0.143088,0.157126,0.036703,-0.034764,0.09484866666666668,-0.106907,-0.068548,0.135891,0.11844325,0.06792,-0.218738,-0.211627,0.1561485,0.224474,0.295752,0.075624,-0.235706,0.069824,-0.02275575,-0.013901,0.135295,0.25056,-0.340061,-0.06387525,-0.017463,0.10958,-0.121593,0.004475,-0.026226999999999997,-0.17552,0.066566,0.131613,-0.250628,0.215551,0.04853,0.220279,0.081012,-0.041827,-0.081885,-0.038726,0.09287866666666666,0.11260375,0.150408,0.588579,0.026011,0.014968,0.33323,0.066367,-0.136213,0.072285,-0.189473,0.10050425,0.037772,0.170685,0.099875,0.096178,-0.081264,-0.333948,0.042381,-0.095314,0.326453,-0.325193,0.1646505,0.07458999999999999,-0.27911,-0.15973
-0.080494,-0.218954,-0.133326,0.136795,-0.143991,-0.017986,-0.291235,-0.252151,0.018611,-0.093524,0.176074,0.045056,0.025791,0.068072,0.00551,-0.151823,0.05371,-0.176497,-0.087735,-0.434672,-0.03492,-0.390535,-0.25086,-0.297654,-0.124263,-0.160863,-0.102962,-0.08601,-0.073433,-0.235925,0.108538,0.049444,0.068977,-0.05997,-0.153915,-0.048861,0.05252,0.027408,0.016261,-0.27343,-0.097094,0.025417,0.081645,-0.069413,0.121769,-0.033919,-0.181106,0.022115,0.110047,-0.216973,-0.166488,-0.0584,-0.111423,0.215548,0.017403,-0.118176,0.017482,-0.029964,0.115119,-0.282227,-0.009378,-0.019265,-0.067965,0.003714,0.052455,0.011715,0.404856,-0.048052000000000004,0.038088,-0.01645,-0.051416,-0.038214,-0.021204,-0.160991,0.03447,-0.058238,-0.022613,0.040494,0.154998,-0.273313,-0.414845,0.04366,-0.035263,0.089866,-0.327459,-0.002098,0.082601,-0.361715,-0.123273
-0.14024625,0.377429,0.130707,0.064681,0.473893,0.039462,0.470748,0.719279,0.079507,0.44982,-0.014821,0.649383,0.250041,0.420855,0.08786,0.270352,0.1545735,0.259155,0.656418,0.277862,0.144468,0.294234,0.255503,0.495625,0.105983,0.359626,0.443507,0.630119,0.523981,0.465601,0.262185,0.118295,0.366697,0.026653,0.427,0.257088,-0.039161,0.440399,-0.024458,0.240537,0.051989,0.618809,0.588886,0.456691,0.358366,0.6321942,0.011742,0.312803,0.392478,0.066471,0.244568,0.980454,0.396863,-0.032785,-0.018812,0.294081,0.083878,0.398911,0.275593,0.0692,0.483338,0.414002,0.377881,0.358578,0.444624,0.701454,0.385871,0.010925,0.808152,-0.044527,0.278853,0.545548,0.217909,0.243408,-0.104106,0.248124,0.013151,0.006817,0.356324,0.271251,0.589631,-0.062299,0.129835,0.117527,0.697753,0.241701,-0.029558,0.717163,0.370619
-0.322666,-0.145691,-0.208985,0.2238,-0.097415,0.002247,-0.277769,-0.128501,-0.037352,-0.262843,0.091952,0.115179,0.105895,0.088764,0.010092,-0.167511,0.065374,-0.195675,-0.179954,-0.164962,0.037312,-0.510626,-0.270671,-0.231746,0.119837,-0.039743,-0.095429,0.017459,0.011623,0.042225,0.051406,0.118678,-0.026677,0.07490559999999999,-0.253631,0.122605,0.040887,-0.261855,-0.062484,-0.213638,0.069365,0.045405,-0.023566,0.103992,0.156101,-0.329139,0.070672,-0.0563608,0.158545,-0.09088,-0.093712,0.054212,-0.031162,0.021727,0.076205,-0.119679,0.136261,-0.040303,0.149248,-0.084206,-0.144278,0.034374,0.026526,0.134824,0.047692,0.148588,0.5106105,0.031567,0.044412,-0.118298,0.006058,-0.013636,0.031928,-0.046151,0.155824,0.112019,0.12331,0.041548,0.275008,-0.173674,-0.2385,0.022757,-0.061094,0.259139,-0.389632,0.122689,0.162602,-0.252079,-0.044834
-0.404521,-0.301317,-0.208997,0.059101,-0.164648,0.008946,-0.355375,-0.211196,-0.110606,-0.289152,0.011277,-0.027401,-0.051826,-0.11684,-0.008995,-0.186713,-0.02443,-0.31684,-0.376028,-0.217068,-0.002064,-0.478077,-0.296506,-0.365095,0.123858,-0.168294,-0.140088,-0.003874,-0.134503,-0.331022,0.069078,0.04247,0.046555,-0.012929,-0.33867,0.04491,-0.239053,-0.410491,-0.032736,-0.344428,-0.076902,-0.029966,-0.156905,0.021004,0.167319,-0.520916,-0.162559,-0.171647,0.333411,-0.236806,-0.238768,3.1e-5,-0.197436,0.029343,-0.030948,-0.153439,0.124892,-0.102307,0.226234,-0.163409,-0.159945,-0.066425,-0.064276,-0.019839,0.023433,-0.108245,0.47844933333333334,-0.02485,-0.052698,-0.068158,-0.085071,-0.156302,-0.051115,-0.279909,0.026221,-0.00406,0.00589,0.054408,0.124897,-0.285303,-0.347083,-0.090779,-0.179895,-0.013067,-0.40072,0.086583,-0.006527,-0.387785,-0.410543
-0.343601,-0.20247,-0.226279,0.295067,-0.185964,0.075684,-0.307701,-0.157909,-0.064634,-0.266331,0.011648,-0.054015,0.009301,-0.020151,-0.058915,-0.247421,-0.065601,-0.263321,-0.243102,-0.170931,0.032177,-0.660152,-0.286336,-0.460635,0.118733,-0.078192,-0.229189,0.087671,-0.094783,-0.241213,-0.027931,0.141208,-0.149005,0.009789,-0.331939,0.052897,-0.043956,-0.3109096,0.028957,-0.276562,-0.072605,0.012846,-0.118113,0.086862,-0.044606,-0.390863,-0.191936,-0.049411,0.002144,-0.101533,-0.164064,0.019168,-0.126142,-0.006148,-0.059583,-0.1484,0.04434,0.019178,-6.2e-5,0.024336,-0.039861,0.001688,0.010058,0.075906,0.054657,0.021789,0.440875,-0.067442,0.012499,0.017049,-0.1811182,-0.046109,-0.037041,-0.175659,0.097142,0.07425,0.157618,-0.060959,0.16142,-0.204534,-0.32746,-0.085799,-0.073162,0.016712,-0.446421,0.051592,0.082097,-0.316051,-0.400232
-0.379155,-0.234762,-0.248655,0.240172,-0.081087,0.097001,-0.286547,-0.311436,-0.047583,-0.33079,0.024034,0.114243,0.010126,-0.089149,-0.034276,-0.22648,-0.070835,-0.274669,-0.168583,-0.23069,0.057265,-0.643742,-0.185682,-0.448115,0.131612,-0.01414,-0.238561,0.164948,-0.082171,-0.08482,0.02495,0.11836,-0.028881,0.140583,-0.303294,0.141209,0.10503,-0.209054,0.107475,-0.322198,-0.022826,-0.037053,-0.097731,0.200139,0.134194,-0.4764,-0.160075,-0.120982,0.014476,-0.045994,-0.323023,0.052921,-0.199947,0.161307,0.070981,-0.224253,0.10023,0.05989,0.097909,0.024436,0.046295,-0.101541,0.029935,0.067906,0.062818,0.024558,0.44596,-0.141424,-0.01978,0.092481,-0.008904,-0.032577,-0.067504,-0.271912,0.114329,0.020006,0.110285,-0.026921,0.068713,-0.133465,-0.378994,0.06355,-0.016102000000000002,0.145991,-0.373806,0.109878,0.105631,-0.375662,-0.437654
-0.370057,-0.32684,-0.215859,0.061605,-0.188565,0.091474,-0.256202,-0.232751,0.005352,-0.296993,0.018707,0.0361384,-0.053669,-0.029924,-0.086012,-0.220224,-0.019301,-0.187427,-0.345387,-0.224971,-0.036421,-0.604868,-0.242682,-0.3974356,0.165471,-0.137377,-0.242662,-0.169528,-0.11485300000000001,-0.248845,0.017531,-0.002651,-0.05246,-0.042467,-0.2636,0.023756,-0.197139,-0.275492,0.0347994,-0.341691,-0.059402,-0.030441,-0.061653,-0.228748,0.034452000000000003,-0.354529,-0.232388,0.042637,0.117679,-0.284679,-0.111297,-0.04559,-0.153676,0.064946,0.021935,-0.238683,0.1028308,0.078763,0.116578,-0.053255,-0.106285,-0.1057252,-0.058363,-0.052299,-0.002388,-0.034887,0.548513,-0.19769,-0.002679,-0.114932,-0.143373,-0.097032,0,-0.202904,0.038214,-0.055511,-0.16268,-0.219041,0.234427,-0.261068,-0.353675,-0.029921,-0.125356,0.07646,-0.46595,0.09609,-0.014859,-0.42691,-0.248015
