-7.762690549041586542e-03,7.525776248517582895e-03,-7.744535146864073294e-03,7.594190794436816473e-03,7.723079179958250440e-03
7.762690549041586542e-03,-7.525776248517582895e-03,7.744535146864073294e-03,7.421886975084637968e-03,7.723079179958250440e-03
-7.762690549041586542e-03,-7.525776248517582895e-03,7.744535146864073294e-03,7.421886975084637968e-03,-7.720504222234554105e-03
-7.762690549041586542e-03,-7.525776248517582895e-03,7.744535146864073294e-03,7.421886975084637968e-03,-7.720504222234554105e-03
-7.762690549041586542e-03,-7.525776248517582895e-03,-7.744535146864073294e-03,-7.421886975084637968e-03,-7.723079179958251307e-03
-9.384512852214310641e-03,-9.341422619395347779e-03,-1.002900579968441647e-02,9.060433759275841534e-03,9.498496766026535976e-03
9.085851052638730871e-03,-9.621150929736236104e-03,9.339000757525995136e-03,8.790386127718909093e-03,-9.264053080264277387e-03
9.381222198962991740e-03,9.637837226560268603e-03,9.329144914560228916e-03,8.761521490178954263e-03,9.233325374502984739e-03
9.381222198962991740e-03,9.637837226560268603e-03,9.329144914560228916e-03,8.761521490178954263e-03,9.233325374502984739e-03
9.381222198962991740e-03,9.637837226560268603e-03,9.329144914560228916e-03,8.761521490178954263e-03,9.233325374502984739e-03
-1.135171537161405730e-02,-1.145360732908868272e-02,-1.241352135761313036e-02,-1.087446609340700539e-02,-1.226680080271985024e-02
1.005018345951653840e-02,1.039298445441490075e-02,1.076274292731994008e-02,9.741996013298098028e-03,1.040619172877018349e-02
1.005018345951653840e-02,1.039298445441490075e-02,1.076274292731994008e-02,9.741996013298098028e-03,1.040619172877018349e-02
1.005018345951653840e-02,1.039298445441490075e-02,1.076274292731994008e-02,9.741996013298098028e-03,1.040619172877018349e-02
1.005018345951653840e-02,1.039298445441490075e-02,1.076274292731994008e-02,9.741996013298098028e-03,1.040619172877018349e-02
-1.180881417478382885e-02,-1.250900826947554112e-02,-1.328421930424927844e-02,-9.303810334458187739e-03,-1.294951435119702336e-02
1.103248801203976677e-02,1.109191273982537522e-02,1.178645435654146305e-02,9.557368514516620395e-03,1.162069454401823410e-02
9.763437778684805682e-03,9.925817759340661503e-03,1.066727748894266865e-02,9.435218954827797114e-03,1.052681773913799468e-02
9.249061779863640073e-03,9.863831264594044579e-03,9.822448627448479574e-03,9.024945751499896529e-03,9.432725966418907884e-03
9.249061779863640073e-03,9.805056758120586635e-03,9.873205603455016341e-03,9.365759213570884478e-03,9.432725966418907884e-03
1.090622317894006897e-02,1.165387880170535607e-02,1.250637484341963340e-02,1.043512512287152888e-02,1.222905303096352182e-02
1.141909321121897282e-02,1.150789218312119923e-02,1.241241858844687775e-02,9.866643228315310696e-03,1.204440102073592311e-02
1.016213143160473072e-02,1.005368911958683283e-02,1.098684186209820772e-02,9.450320707267591616e-03,1.095593842358064639e-02
8.882828690461067392e-03,9.166009273282418532e-03,1.008652982345616123e-02,8.250281787697568564e-03,9.814462658828437477e-03
8.574922573473246767e-03,9.119106301400253800e-03,1.015938134306794416e-02,8.250281787697568564e-03,9.565151973512899669e-03
1.139530930119385388e-02,1.218333736710235093e-02,1.269872257269248107e-02,1.029889451596432103e-02,1.280312744409589643e-02
1.097220900713045261e-02,1.127228396104544388e-02,1.214269904316099026e-02,1.025166644070110884e-02,1.189501405513231774e-02
1.005944741573669247e-02,1.009810426316066177e-02,1.122430231235826102e-02,9.440457181372282833e-03,1.107651869726350956e-02
8.920040777111821681e-03,9.119919456726514884e-03,1.016484179099009372e-02,8.305197546295913294e-03,1.001087994153302373e-02
8.757212946946320298e-03,9.075465475138226948e-03,1.038081809718928612e-02,8.144290678687000906e-03,9.791827713948491815e-03
