"school","sex","age","address","famsize","Pstatus","Medu","Fedu","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences"
0.362589952494342,0.94697540348226,1.0217506382926,0.53471419255473,0.636134322990315,2.93466995471903,1.14240683802334,1.35864755658131,0.791247271496336,-0.0422322855734192,-0.449373734521343,2.59384306419029,-1.25606331220302,-0.918505928612724,-1.01659209155943,0.507256065151827,0.230647593172543,-2.22984946022519,-0.707552475004653,0.0621152822870062,-0.235711268048065,0.800464125951369,-0.540013794192499,-1.00251778603519,-0.398783735415187,0.036378328073137
0.362589952494342,0.94697540348226,0.238077818631287,0.53471419255473,0.636134322990315,-0.339891152947684,-1.59798203456301,-1.39819722860508,-0.642434711260786,-0.0422322855734192,-0.449373734521343,-0.384552314749141,0.794122672591168,-0.918505928612724,-1.01659209155943,-1.96640005503301,0.230647593172543,0.447325423631802,-0.707552475004653,1.17736694153098,-0.235711268048065,-0.0977839699315595,-0.540013794192499,-1.00251778603519,-0.398783735415187,-0.213524969124935
0.362589952494342,0.94697540348226,-1.32926782069134,0.53471419255473,-1.56801530491472,-0.339891152947684,-1.59798203456301,-1.39819722860508,-0.642434711260786,-0.0422322855734192,3.5847768367498,2.59384306419029,-1.25606331220302,1.08596833548687,-1.01659209155943,0.507256065151827,0.230647593172543,0.447325423631802,-0.707552475004653,0.0621152822870062,-0.235711268048065,-0.996032065814488,0.582646462155065,0.550401921744807,-0.398783735415187,0.53618492246928
0.362589952494342,0.94697540348226,-1.32926782069134,0.53471419255473,0.636134322990315,-0.339891152947684,1.14240683802334,-0.479248966876285,-0.642434711260786,1.14932148596233,-0.449373734521343,-0.384552314749141,0.794122672591168,1.08596833548687,0.981188386878251,0.507256065151827,0.230647593172543,0.447325423631802,1.40974470398654,-1.05313637695697,-1.23685052481135,-0.996032065814488,-0.540013794192499,-1.00251778603519,1.0397512005574,-0.463428266323006
0.362589952494342,0.94697540348226,-0.545595001030028,0.53471419255473,0.636134322990315,-0.339891152947684,0.228943880494555,0.439699294852514,-0.642434711260786,-0.0422322855734192,-0.449373734521343,-0.384552314749141,0.794122672591168,1.08596833548687,-1.01659209155943,0.507256065151827,0.230647593172543,-2.22984946022519,-0.707552475004653,0.0621152822870062,-0.235711268048065,-0.996032065814488,-0.540013794192499,-0.226057932145189,1.0397512005574,-0.213524969124935
0.362589952494342,-1.05332023488936,-0.545595001030028,0.53471419255473,-1.56801530491472,-0.339891152947684,1.14240683802334,0.439699294852514,-0.642434711260786,-0.0422322855734192,-0.449373734521343,-0.384552314749141,0.794122672591168,1.08596833548687,0.981188386878251,0.507256065151827,0.230647593172543,0.447325423631802,-0.707552475004653,1.17736694153098,0.765427988715222,-0.996032065814488,-0.540013794192499,-0.226057932145189,1.0397512005574,0.53618492246928
0.362589952494342,-1.05332023488936,-0.545595001030028,0.53471419255473,-1.56801530491472,-0.339891152947684,-0.684519077034226,-0.479248966876285,-0.642434711260786,-0.0422322855734192,-0.449373734521343,-0.384552314749141,-1.25606331220302,-0.918505928612724,-1.01659209155943,0.507256065151827,0.230647593172543,0.447325423631802,-0.707552475004653,0.0621152822870062,0.765427988715222,0.800464125951369,-0.540013794192499,-1.00251778603519,-0.398783735415187,-0.713331563521078
0.362589952494342,0.94697540348226,0.238077818631287,0.53471419255473,0.636134322990315,2.93466995471903,1.14240683802334,1.35864755658131,0.791247271496336,-0.0422322855734192,-0.449373734521343,2.59384306419029,0.794122672591168,-0.918505928612724,-1.01659209155943,0.507256065151827,0.230647593172543,-2.22984946022519,-0.707552475004653,0.0621152822870062,-2.23798978157464,0.800464125951369,-0.540013794192499,-1.00251778603519,-1.83731867138778,0.036378328073137
0.362589952494342,-1.05332023488936,-1.32926782069134,0.53471419255473,-1.56801530491472,2.93466995471903,0.228943880494555,-0.479248966876285,-0.642434711260786,-0.0422322855734192,-0.449373734521343,-0.384552314749141,0.794122672591168,1.08596833548687,-1.01659209155943,0.507256065151827,0.230647593172543,0.447325423631802,-0.707552475004653,0.0621152822870062,-1.23685052481135,-0.996032065814488,-0.540013794192499,-1.00251778603519,-1.83731867138778,-0.713331563521078
0.362589952494342,-1.05332023488936,-1.32926782069134,0.53471419255473,0.636134322990315,-0.339891152947684,0.228943880494555,1.35864755658131,-0.642434711260786,-0.0422322855734192,-0.449373734521343,-0.384552314749141,0.794122672591168,1.08596833548687,0.981188386878251,0.507256065151827,0.230647593172543,0.447325423631802,-0.707552475004653,1.17736694153098,1.76656724547851,-1.89428016169742,-0.540013794192499,-1.00251778603519,1.0397512005574,-0.713331563521078
