,dataset,method,k1,k2,ObjVal_Train,ObjVal_Test,Time_Elapsed,N_Iter
0,7,greedy_CCA,5,5,0.9479033866138118,0.2301072802094129,22.313586950302124,-1
1,7,greedy_CCA,5,5,0.9241504225394932,0.4437744188352389,16.186904668807983,-1
2,7,greedy_CCA,5,5,0.9143461870129213,0.0654931042246051,16.59707999229431,-1
3,7,greedy_CCA,5,5,0.9813642829440048,-0.0226416387320946,30.49932599067688,-1
4,7,greedy_CCA,5,5,0.9447166596226542,-0.1587110414016841,26.617865800857544,-1
5,7,CCA_without,5,5,-1.0,,7212.699818134308,-1
6,7,CCA_without,5,5,0.4736403629806535,0.4604106190045735,7212.584840774536,-1
7,7,CCA_without,5,5,0.486138318281717,0.0066549041972907,7213.030074119568,-1
8,7,CCA_without,5,5,-1.0,,7212.580296039581,-1
9,7,CCA_without,5,5,0.2368847961857084,0.1537782910047339,7212.684947967529,-1
10,7,CCA_with,5,5,0.8772289658581774,0.0306888051658419,4010.580440044403,5
11,7,CCA_with,5,5,0.8818045728363013,0.0027108175792338,4013.907948970794,5
12,7,CCA_with,5,5,0.8679746760201044,-0.0875459995793774,4013.767280101776,5
13,7,CCA_with,5,5,0.9083489099318576,-0.1377167361266029,6641.147619962692,9
14,7,multistart_CCA,5,5,0.9344205095764502,0.4003074865278199,5632.504750967026,-1
15,7,multistart_CCA,5,5,0.9273945030862036,0.3204434722513011,5492.0446898937225,-1
16,7,multistart_CCA,5,5,0.9016780535505072,0.5129887953585291,5643.101351976395,-1
17,7,multistart_CCA,5,5,0.9249709567180352,0.4123621001670648,5637.325500965118,-1
18,7,multistart_CCA,5,5,0.903493277200104,0.1849708620717211,5779.086386919022,-1
19,7,benders_CCA_without,5,5,0.5810220387035063,0.4500808200102928,7366.206644296646,126
20,7,benders_CCA_without,5,5,0.7408915476223917,0.5907207571227092,7438.639241933823,75
