,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
79,-0.918311649530292,-0.155895600467708,-0.0387573186430709,-0.20729454009779,0.776832841852649,0.337388409579693,-0.150869723814567,0.541805702062695,0.221975288742248,0.623564077222722,1.07625590747911,0.693242990939003,1.22586331748275,-0.465624922890603,-0.152495039537931,0.0684934241492811,0.394730023676059,-0.62685233702169,0.237915816397307,0.878503467059397
82,-1.30002047535968,-0.758384968767106,0.0162144097026227,-0.435114064302493,-0.687888269105707,-0.844308791009891,-0.428813077965269,-0.157379747869345,-0.294707527515853,-0.620139211809262,-0.505776613234987,-0.942394793369701,-0.386200678789976,-0.152594066519245,0.333371879938937,1.20505326369712,0.142736258748915,0.149633251075918,0.701246527087711,0.470653363230278
3,1.21194332129871,-0.848067291419705,2.31454313006992,-0.0621818778927738,-0.473002538054157,-0.18559120673927,-1.26482161407327,0.283515135885911,-0.232529030289596,0.0534266404976353,-0.695544928188105,-0.693285370671471,-1.04330047705025,-0.130986485755965,0.258609362875587,-0.846004019711272,-0.407733683773274,-0.299111595841337,-0.906089962250772,-0.957718840121296
62,0.402441097165641,0.123547309064965,-1.0199746793709,-0.0298126124385702,-0.892738160406094,0.0491025306711764,-0.500932770607326,0.414867633026446,0.0335569096871849,-0.272338947518541,-0.485621801479809,-0.119504958703143,-0.379404333412796,-0.138109279906714,-0.276182021497277,-1.09868892002852,-0.316232660335997,-0.499961196736594,-0.349108985224678,-0.105317182215589
75,0.087929993278163,0.478619868480135,-1.10740261847081,0.32565561708594,0.200562812134159,0.308142823655176,0.435431417721907,0.557349244579777,0.354450305817134,0.3180558137307,-0.309376498641372,0.0758745864945967,-0.886557334522824,-0.190840990533691,-0.154736336671568,-0.581908043803987,-0.0867964579989867,-0.369640939376904,-0.242513137990623,-0.0633471166513361
27,-0.218649853536582,0.74315862812324,0.376281170284734,1.40615126004158,1.33801677619827,1.64226255717368,-1.05595733936173,-0.191821591497986,0.970080397049664,1.33750440888153,0.673592399817962,1.58781956890993,0.8366269086668,-0.947520927654286,-1.05494070337092,0.53821554983645,0.912653162080799,-0.341775335659334,0.551352465775509,0.0285649251407796
18,-1.44234066995275,-0.974112307491982,-0.626240645053775,-1.4880845357414,-0.792426796707009,-0.986677863550341,-0.591350693249662,-0.878921639898619,0.144350941629166,-1.82066462756128,-1.20322814345923,-1.62053409658278,-1.38675864521848,-1.11168627219466,-1.14911464244027,-0.634069550423717,-2.32124984176377,-1.49422563754202,-1.48003915830749,-0.987991659846443
50,-0.509367186205861,-0.628095768293149,0.800735188908773,0.61426799481614,0.191838039907606,-0.874130187136796,0.78209571356322,-0.399658449296905,-0.908158408112872,-0.586464843945417,-0.777069883809186,-0.191789761629861,-0.2727162745883,-0.593055608294056,-0.0474276598225817,-0.412460733054859,-1.03485751619053,-0.722448756514623,0.69521256988932,-0.966938661415711
51,0.686886295447624,0.197988851338905,-0.704710320800313,-0.0039686882754104,0.25468109269037,0.537691418289446,-0.408623358862563,0.407508874420753,0.143560746271247,0.583099889265117,-0.001129199013256,0.0558672305569436,-0.645961853638225,-0.315151466857674,-0.121785059798397,0.201970780619563,0.104865076297261,0.213921141251554,-0.523313595976589,-0.206886478348788
74,1.08707319353834,0.0061358749482046,-0.15146654388099,0.709121868945371,-0.240843639346534,0.564085814986008,-0.655768052524785,0.654425309917594,1.17961180832413,0.578855550858036,0.30515349566319,0.495033970385097,0.0362067499990243,0.0887437405176123,0.232250445881401,0.398531332166566,1.04354815089714,2.08784846994531,0.0336958239453895,-0.0245057705125936
59,-0.670698974864996,0.578981958414099,0.921120946084461,-1.15709421690528,-0.31621532394519,-0.911655366535973,0.0750108374993075,0.0964705446053524,-1.2212547984846,-0.569638873589206,-0.156324044925037,-0.800388300183485,0.370829669176915,0.28939125708881,-1.15322894844615,-0.174290338927449,-0.527963830186052,-0.891106082484098,-0.350774926269351,-0.107105751915758
