,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
48,0.864640145510842,2.26592974761981,0.489717864704482,0.458264002098778,0.223068491435536,1.31433864691367,0.711671838737132,0.0904433511983293,0.524626284226487,0.723538711485164,0.602301951381077,0.708903106764606,0.250529501468409,-0.470311437947501,-0.448777684569987,0.343899017338533,1.00471718624828,0.943738517242714,1.23551788338532,0.31498988372528
65,0.332647336198286,-0.19866747437577,0.0823559077144445,-0.249504356468358,0.33677861248254,0.434561024863344,0.179932153071223,0.412846507278465,0.355475090421935,-0.248190512222241,0.657784989344567,0.501230672186435,0.540272268494848,-0.183286753503413,0.290155883094577,0.131916802964827,-0.109407639706282,0.106407964569195,-0.226130029961054,0.169729066276407
66,3.10350584178293,1.54042503764995,0.82903027594293,3.94172971022624,3.4735752762175,0.780534727515949,3.01892684828945,1.9059208466023,2.64365243110993,3.62936865367552,3.83412182322841,2.56825539552161,1.8802639957218,2.22311026986169,2.77534402595003,3.06372172246094,1.31308609095975,1.99908727039301,1.78802519921584,2.14303553159669
10,0.161159114158892,0.548592806026334,-0.429613346311322,0.72883449416598,0.481748581190314,0.320819935369043,0.151393792412979,0.135047683882036,0.63936511955683,0.31151269230261,0.0026781315846013,-0.0172719432588478,-0.528084097603442,0.401823322470847,0.0068475073854073,0.120210901467809,0.262655414282153,0.322189183974495,0.20338614079332,0.436675649126209
30,0.845622045081311,0.999334430321666,0.234057481098356,0.918684097669899,1.0729165710315,0.778482242762276,0.894660068172842,0.0833409809228149,0.91508156545825,0.424349297906988,0.293393819922319,0.754486306552226,0.292686260936577,-0.17904319828176,0.0037117959026658,-0.0684931961530832,0.532574050076616,0.362878304698532,0.535607291267925,0.446893492313318
54,-0.152415073388575,0.862946277457115,-0.149745559645122,0.53397267198923,0.693206723152861,0.320866371675687,0.837802735874503,-0.436641432101269,0.816831884823233,0.309886723824336,0.372727184362255,-0.0427673757310191,-0.247438724317601,0.146487984640228,0.0156495968327673,0.520167907271454,-0.148769433615046,0.274710871726934,0.155829618874155,-0.134431008775026
69,0.326166998179876,0.857520586044703,0.455215040652057,0.266260300423097,0.583294582468628,1.17102227371768,0.45818146596075,0.842632953099164,0.262093136659725,0.780032705923411,1.23253536739381,1.48505885379885,2.16671053524031,-0.615061852909057,-0.368443492237806,0.501559259944186,0.855800812153729,0.119369566826988,-0.0458792721982307,1.3756083091261
71,-0.169774051132669,-0.0313687218952536,-0.607402657383386,-0.823955053795368,-1.23165205513106,-0.25171650740061,-0.325913699020085,0.0972820963762809,-0.278440615264941,-0.530649270837761,-1.01920716456279,-0.640882280904602,-0.644568602835902,-0.314181384818486,-0.629391509219372,-0.963665816394107,-0.722804978130017,-0.423572435703097,-0.445469453211093,-0.102322605517591
36,-0.496543143801959,-0.402823965112863,0.111537814322639,-0.136030667898339,0.911231961191594,0.177215657071857,-0.0850482748232859,0.354668066630055,0.466299989370085,-0.0734998229891674,1.00794758847086,0.661942862132245,1.29102570605267,0.127545914685538,0.131107966780355,1.68719507991927,0.388424415497785,0.297329235894119,0.139304296365162,1.37730489524168
32,0.68602745546928,0.905467328647815,0.0214702013343835,0.96015836832328,0.865068274181559,0.706106615226627,0.801046181185026,-0.519280146507854,0.597941597278416,0.104201711322641,-0.0686771700607052,0.0034691665011859,-0.0172309718887805,-0.480029976732789,-0.173787362307486,0.0950217876418097,0.0859160802921428,-0.0299282069065937,0.0642292726775807,-0.34025603273108
61,-0.226659186970982,-0.102483562865232,0.415543721269692,-1.1757560625299,-1.25048321782759,-0.528829810930532,-0.294908694265886,-0.210652694055263,-0.433670789287403,-0.570244406677667,-0.929804780436008,-0.850353920060939,-0.803263267393066,-0.179517165305473,-0.509198004482409,-1.00693480071825,-0.505427715242784,-0.738512674085538,-0.801517623895369,-0.298579803617569
68,0.863403936451105,0.558784129068625,-0.820779760830486,-0.0079038578623604,0.181237794405938,0.420560478410118,0.116078089923783,0.536171361742235,1.35201638457886,0.5380885963562,0.102736568750319,0.143837277864826,0.180517435018626,1.50823068055388,-0.133044158075355,-1.32766838507191,-1.87394308066164,-1.98879177369092,-1.63357797356377,-2.02539274713935
9,-1.54241504652019,-1.70370938811353,2.13738706359995,-0.708306251461668,0.19990433875857,-1.54648611466882,-0.979277912801909,-1.71256622782679,-0.202211456830685,-1.25241107155585,-1.47105512185917,-1.47762800110748,-1.53783654842079,0.110298166100663,0.193822196435186,2.12378808395356,-0.868220023873876,1.04557178725387,1.56357418124824,-0.37792688775604
85,0.706151637689102,0.950470204620835,-0.829162977116316,0.126154602992932,1.20260055066311,0.928754774693568,-0.452590103986369,0.491236205406685,0.582619215416267,1.26545157814255,0.334139525351372,1.12708247698823,0.765474027100133,-0.398317175925034,-0.751231788610862,0.33112123865743,0.972374134776046,-0.336739826827649,0.307844707565184,0.340433224580027
17,-0.624197995128472,-0.60934346987142,-1.0176952759345,-1.11567248523169,-1.44128175763104,-1.32847694223563,-1.08288289426493,1.05669653232012,1.18984730756967,-0.282145219478892,-0.463180355048386,-0.379756382937111,-0.440416096770227,0.194296639658285,0.405635298085673,0.0030707198511711,-0.351717792073934,-0.18164707538009,-0.178386597583218,-0.473185087947215
